"일시 Run 1","시간 (s) Run 1","힘 (N) Run 1","위치 (m) Run 1","속도 (m/s) Run 1","가속도, 파랑 (m/s²) Run 1","net force (N) Run 1","acceleration (m/s²) Run 1","일시 실행 2","시간 (s) 실행 2","힘 (N) 실행 2","위치 (m) 실행 2","속도 (m/s) 실행 2","가속도, 파랑 (m/s²) 실행 2","net force (N) 실행 2","acceleration (m/s²) 실행 2","일시 실행 3","시간 (s) 실행 3","힘 (N) 실행 3","위치 (m) 실행 3","속도 (m/s) 실행 3","가속도, 파랑 (m/s²) 실행 3","net force (N) 실행 3","acceleration (m/s²) 실행 3","일시 실행 4","시간 (s) 실행 4","힘 (N) 실행 4","위치 (m) 실행 4","속도 (m/s) 실행 4","가속도, 파랑 (m/s²) 실행 4","net force (N) 실행 4","acceleration (m/s²) 실행 4","일시 실행 5","시간 (s) 실행 5","힘 (N) 실행 5","위치 (m) 실행 5","속도 (m/s) 실행 5","가속도, 파랑 (m/s²) 실행 5","net force (N) 실행 5","acceleration (m/s²) 실행 5","일시 실행 6","시간 (s) 실행 6","힘 (N) 실행 6","위치 (m) 실행 6","속도 (m/s) 실행 6","가속도, 파랑 (m/s²) 실행 6","net force (N) 실행 6","acceleration (m/s²) 실행 6","일시 실행 7","시간 (s) 실행 7","힘 (N) 실행 7","위치 (m) 실행 7","속도 (m/s) 실행 7","가속도, 파랑 (m/s²) 실행 7","net force (N) 실행 7","acceleration (m/s²) 실행 7","일시 실행 8","시간 (s) 실행 8","힘 (N) 실행 8","위치 (m) 실행 8","속도 (m/s) 실행 8","가속도, 파랑 (m/s²) 실행 8","net force (N) 실행 8","acceleration (m/s²) 실행 8","일시 실행 9","시간 (s) 실행 9","힘 (N) 실행 9","위치 (m) 실행 9","속도 (m/s) 실행 9","가속도, 파랑 (m/s²) 실행 9","net force (N) 실행 9","acceleration (m/s²) 실행 9","일시 실행 10","시간 (s) 실행 10","힘 (N) 실행 10","위치 (m) 실행 10","속도 (m/s) 실행 10","가속도, 파랑 (m/s²) 실행 10","net force (N) 실행 10","acceleration (m/s²) 실행 10","일시 실행 11","시간 (s) 실행 11","힘 (N) 실행 11","위치 (m) 실행 11","속도 (m/s) 실행 11","가속도, 파랑 (m/s²) 실행 11","net force (N) 실행 11","acceleration (m/s²) 실행 11","일시 실행 12","시간 (s) 실행 12","힘 (N) 실행 12","위치 (m) 실행 12","속도 (m/s) 실행 12","가속도, 파랑 (m/s²) 실행 12","net force (N) 실행 12","acceleration (m/s²) 실행 12","일시 실행 13","시간 (s) 실행 13","힘 (N) 실행 13","위치 (m) 실행 13","속도 (m/s) 실행 13","가속도, 파랑 (m/s²) 실행 13","net force (N) 실행 13","acceleration (m/s²) 실행 13","일시 실행 14","시간 (s) 실행 14","힘 (N) 실행 14","위치 (m) 실행 14","속도 (m/s) 실행 14","가속도, 파랑 (m/s²) 실행 14","net force (N) 실행 14","acceleration (m/s²) 실행 14","일시 실행 15","시간 (s) 실행 15","힘 (N) 실행 15","위치 (m) 실행 15","속도 (m/s) 실행 15","가속도, 파랑 (m/s²) 실행 15","net force (N) 실행 15","acceleration (m/s²) 실행 15","일시 실행 16","시간 (s) 실행 16","힘 (N) 실행 16","위치 (m) 실행 16","속도 (m/s) 실행 16","가속도, 파랑 (m/s²) 실행 16","net force (N) 실행 16","acceleration (m/s²) 실행 16","일시 실행 17","시간 (s) 실행 17","힘 (N) 실행 17","위치 (m) 실행 17","속도 (m/s) 실행 17","가속도, 파랑 (m/s²) 실행 17","net force (N) 실행 17","acceleration (m/s²) 실행 17","일시 실행 18","시간 (s) 실행 18","힘 (N) 실행 18","위치 (m) 실행 18","속도 (m/s) 실행 18","가속도, 파랑 (m/s²) 실행 18","net force (N) 실행 18","acceleration (m/s²) 실행 18","일시 실행 19","시간 (s) 실행 19","힘 (N) 실행 19","위치 (m) 실행 19","속도 (m/s) 실행 19","가속도, 파랑 (m/s²) 실행 19","net force (N) 실행 19","acceleration (m/s²) 실행 19","일시 실행 20","시간 (s) 실행 20","힘 (N) 실행 20","위치 (m) 실행 20","속도 (m/s) 실행 20","가속도, 파랑 (m/s²) 실행 20","net force (N) 실행 20","acceleration (m/s²) 실행 20","일시 실행 21","시간 (s) 실행 21","힘 (N) 실행 21","위치 (m) 실행 21","속도 (m/s) 실행 21","가속도, 파랑 (m/s²) 실행 21","net force (N) 실행 21","acceleration (m/s²) 실행 21","일시 실행 22","시간 (s) 실행 22","힘 (N) 실행 22","위치 (m) 실행 22","속도 (m/s) 실행 22","가속도, 파랑 (m/s²) 실행 22","net force (N) 실행 22","acceleration (m/s²) 실행 22","일시 실행 23","시간 (s) 실행 23","힘 (N) 실행 23","위치 (m) 실행 23","속도 (m/s) 실행 23","가속도, 파랑 (m/s²) 실행 23","net force (N) 실행 23","acceleration (m/s²) 실행 23","일시 실행 24","시간 (s) 실행 24","힘 (N) 실행 24","위치 (m) 실행 24","속도 (m/s) 실행 24","가속도, 파랑 (m/s²) 실행 24","net force (N) 실행 24","acceleration (m/s²) 실행 24","일시 실행 25","시간 (s) 실행 25","힘 (N) 실행 25","위치 (m) 실행 25","속도 (m/s) 실행 25","가속도, 파랑 (m/s²) 실행 25","net force (N) 실행 25","acceleration (m/s²) 실행 25","일시 실행 26","시간 (s) 실행 26","힘 (N) 실행 26","위치 (m) 실행 26","속도 (m/s) 실행 26","가속도, 파랑 (m/s²) 실행 26","net force (N) 실행 26","acceleration (m/s²) 실행 26","일시 실행 27","시간 (s) 실행 27","힘 (N) 실행 27","위치 (m) 실행 27","속도 (m/s) 실행 27","가속도, 파랑 (m/s²) 실행 27","net force (N) 실행 27","acceleration (m/s²) 실행 27","일시 실행 28","시간 (s) 실행 28","힘 (N) 실행 28","위치 (m) 실행 28","속도 (m/s) 실행 28","가속도, 파랑 (m/s²) 실행 28","net force (N) 실행 28","acceleration (m/s²) 실행 28","일시 실행 29","시간 (s) 실행 29","힘 (N) 실행 29","위치 (m) 실행 29","속도 (m/s) 실행 29","가속도, 파랑 (m/s²) 실행 29","net force (N) 실행 29","acceleration (m/s²) 실행 29","일시 실행 30","시간 (s) 실행 30","힘 (N) 실행 30","위치 (m) 실행 30","속도 (m/s) 실행 30","가속도, 파랑 (m/s²) 실행 30","net force (N) 실행 30","acceleration (m/s²) 실행 30","일시 실행 31","시간 (s) 실행 31","힘 (N) 실행 31","위치 (m) 실행 31","속도 (m/s) 실행 31","가속도, 파랑 (m/s²) 실행 31","net force (N) 실행 31","acceleration (m/s²) 실행 31","일시 실행 32","시간 (s) 실행 32","힘 (N) 실행 32","위치 (m) 실행 32","속도 (m/s) 실행 32","가속도, 파랑 (m/s²) 실행 32","net force (N) 실행 32","acceleration (m/s²) 실행 32","일시 실행 33","시간 (s) 실행 33","힘 (N) 실행 33","위치 (m) 실행 33","속도 (m/s) 실행 33","가속도, 파랑 (m/s²) 실행 33","net force (N) 실행 33","acceleration (m/s²) 실행 33","일시 실행 34","시간 (s) 실행 34","힘 (N) 실행 34","위치 (m) 실행 34","속도 (m/s) 실행 34","가속도, 파랑 (m/s²) 실행 34","net force (N) 실행 34","acceleration (m/s²) 실행 34","일시 실행 35","시간 (s) 실행 35","힘 (N) 실행 35","위치 (m) 실행 35","속도 (m/s) 실행 35","가속도, 파랑 (m/s²) 실행 35","net force (N) 실행 35","acceleration (m/s²) 실행 35","일시 실행 36","시간 (s) 실행 36","힘 (N) 실행 36","위치 (m) 실행 36","속도 (m/s) 실행 36","가속도, 파랑 (m/s²) 실행 36","net force (N) 실행 36","acceleration (m/s²) 실행 36","일시 실행 37","시간 (s) 실행 37","힘 (N) 실행 37","위치 (m) 실행 37","속도 (m/s) 실행 37","가속도, 파랑 (m/s²) 실행 37","net force (N) 실행 37","acceleration (m/s²) 실행 37","일시 실행 38","시간 (s) 실행 38","힘 (N) 실행 38","위치 (m) 실행 38","속도 (m/s) 실행 38","가속도, 파랑 (m/s²) 실행 38","net force (N) 실행 38","acceleration (m/s²) 실행 38","일시 실행 39","시간 (s) 실행 39","힘 (N) 실행 39","위치 (m) 실행 39","속도 (m/s) 실행 39","가속도, 파랑 (m/s²) 실행 39","net force (N) 실행 39","acceleration (m/s²) 실행 39","일시 실행 40","시간 (s) 실행 40","힘 (N) 실행 40","위치 (m) 실행 40","속도 (m/s) 실행 40","가속도, 파랑 (m/s²) 실행 40","net force (N) 실행 40","acceleration (m/s²) 실행 40","일시 실행 41","시간 (s) 실행 41","힘 (N) 실행 41","위치 (m) 실행 41","속도 (m/s) 실행 41","가속도, 파랑 (m/s²) 실행 41","net force (N) 실행 41","acceleration (m/s²) 실행 41","일시 실행 42","시간 (s) 실행 42","힘 (N) 실행 42","위치 (m) 실행 42","속도 (m/s) 실행 42","가속도, 파랑 (m/s²) 실행 42","net force (N) 실행 42","acceleration (m/s²) 실행 42","일시 실행 43","시간 (s) 실행 43","힘 (N) 실행 43","위치 (m) 실행 43","속도 (m/s) 실행 43","가속도, 파랑 (m/s²) 실행 43","net force (N) 실행 43","acceleration (m/s²) 실행 43","일시 실행 44","시간 (s) 실행 44","힘 (N) 실행 44","위치 (m) 실행 44","속도 (m/s) 실행 44","가속도, 파랑 (m/s²) 실행 44","net force (N) 실행 44","acceleration (m/s²) 실행 44","일시 실행 45","시간 (s) 실행 45","힘 (N) 실행 45","위치 (m) 실행 45","속도 (m/s) 실행 45","가속도, 파랑 (m/s²) 실행 45","net force (N) 실행 45","acceleration (m/s²) 실행 45","일시 실행 46","시간 (s) 실행 46","힘 (N) 실행 46","위치 (m) 실행 46","속도 (m/s) 실행 46","가속도, 파랑 (m/s²) 실행 46","net force (N) 실행 46","acceleration (m/s²) 실행 46","일시 실행 47","시간 (s) 실행 47","힘 (N) 실행 47","위치 (m) 실행 47","속도 (m/s) 실행 47","가속도, 파랑 (m/s²) 실행 47","net force (N) 실행 47","acceleration (m/s²) 실행 47","일시 실행 48","시간 (s) 실행 48","힘 (N) 실행 48","위치 (m) 실행 48","속도 (m/s) 실행 48","가속도, 파랑 (m/s²) 실행 48","net force (N) 실행 48","acceleration (m/s²) 실행 48","일시 실행 49","시간 (s) 실행 49","힘 (N) 실행 49","위치 (m) 실행 49","속도 (m/s) 실행 49","가속도, 파랑 (m/s²) 실행 49","net force (N) 실행 49","acceleration (m/s²) 실행 49","일시 실행 50","시간 (s) 실행 50","힘 (N) 실행 50","위치 (m) 실행 50","속도 (m/s) 실행 50","가속도, 파랑 (m/s²) 실행 50","net force (N) 실행 50","acceleration (m/s²) 실행 50","일시 실행 51","시간 (s) 실행 51","힘 (N) 실행 51","위치 (m) 실행 51","속도 (m/s) 실행 51","가속도, 파랑 (m/s²) 실행 51","net force (N) 실행 51","acceleration (m/s²) 실행 51"
2023/09/18 12:17:34,0.000,-0.36,0.0000,,,,,2023/09/18 12:17:41,0.000,-0.36,0.0000,,,,,2023/09/18 12:17:47,0.000,-0.36,0.0000,,,,,2023/09/18 12:18:03,0.000,-0.29,0.0000,,,,,2023/09/18 12:18:08,0.000,-0.27,0.0000,,,,,2023/09/18 12:18:14,0.000,-0.26,0.0000,,,,,2023/09/18 12:18:27,0.000,-0.14,0.0000,,,,,2023/09/18 12:18:32,0.000,-0.20,0.0000,,,,,2023/09/18 12:18:37,0.000,-0.17,0.0000,,,,,2023/09/18 12:18:59,0.000,-0.09,0.0000,,,,,2023/09/18 12:19:09,0.000,-0.16,0.0000,,,,,2023/09/18 12:19:13,0.000,-0.15,0.0000,,,,,2023/09/18 12:19:19,0.000,-0.09,0.0000,,,,,2023/09/18 12:19:29,0.000,-0.07,0.0000,,,,,2023/09/18 12:20:00,0.000,0.03,0.0000,,,,,2023/09/18 12:20:11,0.000,0.04,0.0000,,,,,2023/09/18 12:20:20,0.000,0.02,0.0000,,,,,2023/09/18 12:20:30,0.000,0.05,0.0000,,,,,2023/09/18 12:22:17,0.000,-0.36,0.0000,,,,,2023/09/18 12:22:25,0.000,-0.36,0.0000,,,,,2023/09/18 12:22:42,0.000,-0.36,0.0000,,,,,2023/09/18 12:23:10,0.000,-0.22,0.0000,,,,,2023/09/18 12:23:17,0.000,-0.26,0.0000,,,,,2023/09/18 12:23:24,0.000,-0.26,0.0000,,,,,2023/09/18 12:23:54,0.000,-0.17,0.0000,,,,,2023/09/18 12:24:02,0.000,-0.16,0.0000,,,,,2023/09/18 12:24:10,0.000,-0.17,0.0000,,,,,2023/09/18 12:24:47,0.000,-0.06,0.0000,,,,,2023/09/18 12:24:52,0.000,-0.07,0.0000,,,,,2023/09/18 12:25:06,0.000,-0.07,0.0000,,,,,2023/09/18 12:25:29,0.000,0.02,0.0000,,,,,2023/09/18 12:25:44,0.000,0.04,0.0000,,,,,2023/09/18 12:25:51,0.000,0.03,0.0000,,,,,2023/09/18 12:26:26,0.000,-0.35,0.0000,,,,,2023/09/18 12:26:39,0.000,-0.36,0.0000,,,,,2023/09/18 12:26:46,0.000,-0.36,0.0000,,,,,2023/09/18 12:27:06,0.000,-0.26,0.0000,,,,,2023/09/18 12:27:17,0.000,-0.27,0.0000,,,,,2023/09/18 12:27:29,0.000,-0.26,0.0000,,,,,2023/09/18 12:27:39,0.000,-0.25,0.0000,,,,,2023/09/18 12:28:16,0.000,-0.17,0.0000,,,,,2023/09/18 12:28:25,0.000,-0.18,0.0000,,,,,2023/09/18 12:28:33,0.000,-0.19,0.0000,,,,,2023/09/18 12:28:57,0.000,-0.07,0.0000,,,,,2023/09/18 12:29:02,0.000,-0.07,0.0000,,,,,2023/09/18 12:29:10,0.000,-0.07,0.0000,,,,,2023/09/18 12:29:29,0.000,0.03,0.0000,,,,,2023/09/18 12:29:35,0.000,-0.04,0.0000,,,,,2023/09/18 12:29:41,0.000,-0.18,0.0000,,,,,2023/09/18 12:29:46,0.000,0.03,0.0000,,,,,2023/09/18 12:34:10,0.000,-0.51,0.0000,,,,
2023/09/18 12:17:34,0.025,-0.36,0.0000,0.000,,,,2023/09/18 12:17:41,0.025,-0.37,0.0000,0.000,,,,2023/09/18 12:17:47,0.025,-0.37,0.0012,0.053,,,,2023/09/18 12:18:03,0.025,-0.30,0.0029,0.126,,,,2023/09/18 12:18:08,0.025,-0.25,0.0000,0.000,,,,2023/09/18 12:18:14,0.025,-0.27,1.2126E-4,0.002,,,,2023/09/18 12:18:27,0.025,-0.14,6.0631E-4,0.022,,,,2023/09/18 12:18:32,0.025,-0.23,0.0012,0.061,,,,2023/09/18 12:18:37,0.025,-0.17,0.0000,0.005,,,,2023/09/18 12:18:59,0.025,-0.10,-0.0017,-0.063,,,,2023/09/18 12:19:09,0.025,-0.15,0.0021,0.102,,,,2023/09/18 12:19:13,0.025,-0.16,0.0019,0.097,,,,2023/09/18 12:19:19,0.025,-0.08,0.0000,-0.002,,,,2023/09/18 12:19:29,0.025,-0.07,0.0000,0.005,,,,2023/09/18 12:20:00,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:20:11,0.025,0.02,0.0000,0.000,,,,2023/09/18 12:20:20,0.025,0.05,2.4252E-4,0.010,,,,2023/09/18 12:20:30,0.025,0.04,0.0000,0.000,,,,2023/09/18 12:22:17,0.025,-0.36,0.0000,-0.002,,,,2023/09/18 12:22:25,0.025,-0.37,0.0000,0.000,,,,2023/09/18 12:22:42,0.025,-0.36,0.0000,0.002,,,,2023/09/18 12:23:10,0.025,-0.23,2.4252E-4,0.010,,,,2023/09/18 12:23:17,0.025,-0.26,0.0000,-0.002,,,,2023/09/18 12:23:24,0.025,-0.26,1.2126E-4,0.002,,,,2023/09/18 12:23:54,0.025,-0.17,0.0000,0.000,,,,2023/09/18 12:24:02,0.025,-0.17,0.0000,0.000,,,,2023/09/18 12:24:10,0.025,-0.17,0.0000,0.000,,,,2023/09/18 12:24:47,0.025,-0.07,0.0000,0.000,,,,2023/09/18 12:24:52,0.025,-0.07,0.0000,0.000,,,,2023/09/18 12:25:06,0.025,-0.08,4.8505E-4,0.029,,,,2023/09/18 12:25:29,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:25:44,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:25:51,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:26:26,0.025,-0.36,0.0000,0.000,,,,2023/09/18 12:26:39,0.025,-0.36,-1.2126E-4,-0.002,,,,2023/09/18 12:26:46,0.025,-0.36,4.8505E-4,0.017,,,,2023/09/18 12:27:06,0.025,-0.27,0.0000,0.000,,,,2023/09/18 12:27:17,0.025,-0.26,2.4252E-4,0.010,,,,2023/09/18 12:27:29,0.025,-0.26,0.0000,0.002,,,,2023/09/18 12:27:39,0.025,-0.26,0.0000,-0.002,,,,2023/09/18 12:28:16,0.025,-0.17,1.2126E-4,0.007,,,,2023/09/18 12:28:25,0.025,-0.18,0.0018,0.078,,,,2023/09/18 12:28:33,0.025,-0.18,7.2757E-4,0.039,,,,2023/09/18 12:28:57,0.025,-0.07,0.0000,0.000,,,,2023/09/18 12:29:02,0.025,-0.07,0.0000,0.000,,,,2023/09/18 12:29:10,0.025,-0.06,0.0000,0.000,,,,2023/09/18 12:29:29,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:29:35,0.025,-0.04,1.2126E-4,0.002,,,,2023/09/18 12:29:41,0.025,-0.18,-1.2126E-4,-0.002,,,,2023/09/18 12:29:46,0.025,0.03,0.0000,0.000,,,,2023/09/18 12:34:10,0.025,-0.52,0.0000,0.000,,,
2023/09/18 12:17:34,0.050,-0.37,0.0000,0.000,0.016,,,2023/09/18 12:17:41,0.050,-0.39,0.0000,-0.002,-0.049,,,2023/09/18 12:17:47,0.050,-0.37,0.0027,0.066,0.517,,,2023/09/18 12:18:03,0.050,-0.30,0.0063,0.146,0.825,,,2023/09/18 12:18:08,0.050,-0.25,0.0000,-8.084E-4,-0.049,,,2023/09/18 12:18:14,0.050,-0.27,1.2126E-4,0.006,0.259,,,2023/09/18 12:18:27,0.050,-0.15,0.0011,0.015,-0.226,,,2023/09/18 12:18:32,0.050,-0.23,0.0030,0.088,1.116,,,2023/09/18 12:18:37,0.050,-0.18,2.4252E-4,0.018,0.631,,,2023/09/18 12:18:59,0.050,-0.09,-0.0032,-0.055,0.372,,,2023/09/18 12:19:09,0.050,-0.13,0.0051,0.140,1.487,,,2023/09/18 12:19:13,0.050,-0.14,0.0049,0.135,1.487,,,2023/09/18 12:19:19,0.050,-0.01,-1.2126E-4,-0.004,-0.065,,,2023/09/18 12:19:29,0.050,-0.10,2.4252E-4,0.019,0.695,,,2023/09/18 12:20:00,0.050,0.04,0.0000,0.000,0.000,,,2023/09/18 12:20:11,0.050,0.03,0.0000,-0.002,-0.032,,,2023/09/18 12:20:20,0.050,0.06,4.8505E-4,0.005,-0.162,,,2023/09/18 12:20:30,0.050,0.04,0.0000,0.000,0.000,,,2023/09/18 12:22:17,0.050,-0.36,-1.2126E-4,-0.002,0.000,,,2023/09/18 12:22:25,0.050,-0.37,0.0000,0.006,0.226,,,2023/09/18 12:22:42,0.050,-0.37,1.2126E-4,0.002,0.016,,,2023/09/18 12:23:10,0.050,-0.23,4.8505E-4,0.006,-0.113,,,2023/09/18 12:23:17,0.050,-0.26,-1.2126E-4,-0.002,0.032,,,2023/09/18 12:23:24,0.050,-0.25,1.2126E-4,8.084E-4,-0.049,,,2023/09/18 12:23:54,0.050,-0.17,0.0000,0.000,0.000,,,2023/09/18 12:24:02,0.050,-0.17,0.0000,0.000,0.000,,,2023/09/18 12:24:10,0.050,-0.18,0.0000,0.007,0.356,,,2023/09/18 12:24:47,0.050,-0.07,0.0000,0.002,0.081,,,2023/09/18 12:24:52,0.050,-0.07,0.0000,0.000,0.000,,,2023/09/18 12:25:06,0.050,-0.09,0.0015,0.049,0.825,,,2023/09/18 12:25:29,0.050,0.04,0.0000,0.000,0.000,,,2023/09/18 12:25:44,0.050,0.04,0.0000,0.000,0.000,,,2023/09/18 12:25:51,0.050,0.04,0.0000,0.002,0.032,,,2023/09/18 12:26:26,0.050,-0.36,0.0000,0.000,0.000,,,2023/09/18 12:26:39,0.050,-0.36,-1.2126E-4,-8.084E-4,0.049,,,2023/09/18 12:26:46,0.050,-0.36,8.4884E-4,0.012,-0.194,,,2023/09/18 12:27:06,0.050,-0.26,0.0000,0.000,0.000,,,2023/09/18 12:27:17,0.050,-0.26,4.8505E-4,0.010,0.000,,,2023/09/18 12:27:29,0.050,-0.26,1.2126E-4,0.002,-0.016,,,2023/09/18 12:27:39,0.050,-0.26,-1.2126E-4,-0.002,0.049,,,2023/09/18 12:28:16,0.050,-0.18,3.6379E-4,0.014,0.323,,,2023/09/18 12:28:25,0.050,-0.19,0.0039,0.089,0.437,,,2023/09/18 12:28:33,0.050,-0.19,0.0019,0.050,0.453,,,2023/09/18 12:28:57,0.050,-0.07,0.0000,0.000,0.000,,,2023/09/18 12:29:02,0.050,-0.08,0.0000,0.000,0.000,,,2023/09/18 12:29:10,0.050,-0.06,0.0000,0.000,0.000,,,2023/09/18 12:29:29,0.050,0.03,0.0000,0.000,0.000,,,2023/09/18 12:29:35,0.050,0.00,1.2126E-4,8.084E-4,-0.049,,,2023/09/18 12:29:41,0.050,-0.16,-1.2126E-4,8.084E-4,0.129,,,2023/09/18 12:29:46,0.050,0.03,0.0000,0.000,0.000,,,2023/09/18 12:34:10,0.050,-0.51,0.0000,0.000,0.000,,
2023/09/18 12:17:34,0.075,-0.36,0.0000,8.084E-4,0.097,,,2023/09/18 12:17:41,0.075,-0.36,-1.2126E-4,-0.002,-0.011,,,2023/09/18 12:17:47,0.075,-0.37,0.0045,0.079,0.539,,,2023/09/18 12:18:03,0.075,-0.29,0.0102,0.167,0.852,,,2023/09/18 12:18:08,0.075,-0.26,0.0000,-0.002,-0.032,,,2023/09/18 12:18:14,0.075,-0.28,2.4252E-4,0.015,0.496,,,2023/09/18 12:18:27,0.075,-0.15,0.0013,0.011,-0.167,,,2023/09/18 12:18:32,0.075,-0.22,0.0056,0.116,1.148,,,2023/09/18 12:18:37,0.075,-0.22,7.2757E-4,0.036,0.846,,,2023/09/18 12:18:59,0.075,-0.10,-0.0045,-0.044,0.485,,,2023/09/18 12:19:09,0.075,-0.15,0.0091,0.176,1.450,,,2023/09/18 12:19:13,0.075,-0.15,0.0087,0.171,1.466,,,2023/09/18 12:19:19,0.075,-0.10,-2.4252E-4,-0.006,-0.038,,,2023/09/18 12:19:29,0.075,-0.13,7.2757E-4,0.040,0.992,,,2023/09/18 12:20:00,0.075,0.03,0.0000,0.000,0.000,,,2023/09/18 12:20:11,0.075,0.04,-1.2126E-4,-0.002,0.005,,,2023/09/18 12:20:20,0.075,0.05,4.8505E-4,0.002,-0.156,,,2023/09/18 12:20:30,0.075,0.04,0.0000,0.000,0.000,,,2023/09/18 12:22:17,0.075,-0.36,-1.2126E-4,-0.002,0.005,,,2023/09/18 12:22:25,0.075,-0.37,2.4252E-4,0.011,0.243,,,2023/09/18 12:22:42,0.075,-0.36,1.2126E-4,0.003,0.070,,,2023/09/18 12:23:10,0.075,-0.23,6.0631E-4,0.004,-0.086,,,2023/09/18 12:23:17,0.075,-0.26,-1.2126E-4,-8.084E-4,0.027,,,2023/09/18 12:23:24,0.075,-0.25,1.2126E-4,0.000,-0.016,,,2023/09/18 12:23:54,0.075,-0.16,0.0000,0.000,0.000,,,2023/09/18 12:24:02,0.075,-0.17,0.0000,0.000,0.000,,,2023/09/18 12:24:10,0.075,-0.19,2.4252E-4,0.018,0.469,,,2023/09/18 12:24:47,0.075,-0.07,1.2126E-4,0.004,0.065,,,2023/09/18 12:24:52,0.075,-0.06,0.0000,0.000,0.000,,,2023/09/18 12:25:06,0.075,-0.07,0.0029,0.070,0.835,,,2023/09/18 12:25:29,0.075,0.06,0.0000,0.000,0.000,,,2023/09/18 12:25:44,0.075,0.03,0.0000,0.000,0.000,,,2023/09/18 12:25:51,0.075,0.03,1.2126E-4,0.002,-0.005,,,2023/09/18 12:26:26,0.075,-0.36,0.0000,0.000,0.000,,,2023/09/18 12:26:39,0.075,-0.36,-1.2126E-4,0.000,0.027,,,2023/09/18 12:26:46,0.075,-0.36,0.0011,0.007,-0.189,,,2023/09/18 12:27:06,0.075,-0.27,0.0000,0.000,0.005,,,2023/09/18 12:27:17,0.075,-0.26,7.2757E-4,0.010,0.043,,,2023/09/18 12:27:29,0.075,-0.26,1.2126E-4,0.002,0.022,,,2023/09/18 12:27:39,0.075,-0.26,-1.2126E-4,0.000,0.049,,,2023/09/18 12:28:16,0.075,-0.18,7.2757E-4,0.023,0.399,,,2023/09/18 12:28:25,0.075,-0.18,0.0063,0.099,0.426,,,2023/09/18 12:28:33,0.075,-0.19,0.0033,0.061,0.442,,,2023/09/18 12:28:57,0.075,-0.07,0.0000,0.000,0.000,,,2023/09/18 12:29:02,0.075,-0.07,0.0000,0.000,0.000,,,2023/09/18 12:29:10,0.075,-0.07,0.0000,0.000,0.016,,,2023/09/18 12:29:29,0.075,0.03,0.0000,0.000,0.000,,,2023/09/18 12:29:35,0.075,0.05,1.2126E-4,0.000,-0.005,,,2023/09/18 12:29:41,0.075,-0.13,-1.2126E-4,0.004,0.108,,,2023/09/18 12:29:46,0.075,0.03,0.0000,0.000,0.000,,,2023/09/18 12:34:10,0.075,-0.51,0.0000,0.000,0.000,,
